Situacao;Codigo favorecido;Favorecido;Descricao da fonte de recursos;Objeto;Valor inicial do instrumento;Valor do acrescimo ou reducao;Valor atualizado do instrumento;Valor pago;Descricao do orgao executor;Descricao da unidade orcamentaria executora;Descricao de programa;Descricao da modalidade de aplicacao;Descricao da natureza da despesa
ATIVO;3,16E+13;ESMERALDA PRODUCOES ARTISTICAS E CULTURAIS LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL RIO2C 2019 - WEC278/01/2018 - C.I. REDEDOR SAO LUIZ  S/A (HOSPITAL COPA DOR);135699.71;0;135699.71;135699.71;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;8,93E+12;ASSOCIACAO REDES DE DESENVOLVIMENTO DA MARE;INCENTIVO A CULTURA;LEI DE INCENTIVO  À CULTURA 5553/2013  APOIO AO PROJETO CULTURAL: CENTRO DE ARTES DA MARÉ  WOC729/01/2018  CI: SMART RIO ACADEMIA DE GINÁSTICA SA;10617.22;0;10617.22;10617.22;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;8,93E+12;ASSOCIACAO REDES DE DESENVOLVIMENTO DA MARE;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL CENTRO DE ARTES DA MARÉ - 2019 - WOC729/01/2018 - CI SMART RIO ACADEMIA DE GINÁSTICA SA;644.62;0;644.62;0;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,24E+13;4 PONTAS PRODUCOES ARTISTICAS LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL DO PICHE AO GRAFITE - WEC870/01/2018 - CI GPC ENGENHARIA LTDA;37000;0;37000;8800;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;5,17E+12;MASH UP AGENCIA DE PUBLICIDADE COMUNICACAO E EVENTOS LTDA;INCENTIVO A CULTURA;APOIO AO PROJETO CULTURAL LIVMUNDI - WEC565/01/2017 - C.I. GLOBO COMUNICAÇÃO E PARTICIPAÇÕES S.A;111170.6;0;111170.6;111170.6;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;4,30E+12;ANDREA JAKOBSSON ESTUDIO EDITORIAL LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL LEBLON 100 ANOS - WEC252/01/2018 - C.I. APSIS CONSULTORIA EMPRESARIAL LTDA;48074.69;0;48074.69;48074.69;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,85E+13;TARGET BRASIL PROJETOS E EVENTOS EIRELLI;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: EXPOSIÇÃO CRIABRASIL  WEC512/01/2018 CI: KANTRO EMPREENDIMENTOS. APOIO E SERVIÇOS LTDA;67542.69;0;67542.69;49531.97;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,21E+13;PAPELERA MARKETING CULTURAL E ESPORTIVO LTDA  ME;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 - APOIO AO PROJETO CULTURAL: RIO ENSAIOS DE FAUNA  WEC853/01/2017- CI: EZAMV EQUIPAMENTOS E SISTEMAS DE SEGURANÇA LTDA;5053.78;0;5053.78;5053.78;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;2,14E+12;GLAZ ENTRETENIMENTO LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL ESTUDIO ESCOLA DE ANIMACAO (EEA) - ANO VII - WEC27/01/2018 - CI RADIX ENGENHARIA E DESENVOLVIMENTO DE SOFTWARE SA;156170.11;0;156170.11;156170.11;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;2,14E+13;MOURART PRODUCOES ARTISTICAS LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL IRAN DO ESPIRITO SANTO - REFLEXIVOS - WEC163/01/2018 - CI SEREDE - SERVIÇOS DE REDE SA;504957.67;0;504957.67;504957.67;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;2,14E+13;MOURART PRODUCOES ARTISTICAS LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 - APOIO AO PROJETO CULTURAL: IRAN DO ESPÍRITO SANTO - REFLEXIVOS  WEC163/01/2018  C.I. TELEMAR NORTE LESTE S/A  EM RECUPERAÇÃO JUDICIAL;55544.02;0;55544.02;55544.02;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,77E+12;CIRCUS MAIS DIVERSOES LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: TEMPORADA DE HUMOR  BANGU  WEC470/01/2018 CI: ALLPARK EMPREENDIMENTOS. PARTICIPAÇÕES E SERVIÇOS S.A;1903.76;0;1903.76;0;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,77E+12;CIRCUS MAIS DIVERSOES LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: TEMPORADA DE HUMOR  BANGU  WEC470/01/2018 CI: ALLPARK EMPREENDIMENTOS. PARTICIPAÇÕES E SERVIÇOS S.A;1989.02;0;1989.02;0;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,77E+12;CIRCUS MAIS DIVERSOES LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: TEMPORADA DE HUMOR  BANGU  WEC470/01/2018 CI: ALLPARK EMPREENDIMENTOS. PARTICIPAÇÕES E SERVIÇOS S.A;371.24;0;371.24;0;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,77E+12;CIRCUS MAIS DIVERSOES LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: TEMPORADA DE HUMOR  BANGU  WEC470/01/2018 CI: ALLPARK EMPREENDIMENTOS. PARTICIPAÇÕES E SERVIÇOS S.A;2175.77;0;2175.77;0;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,77E+12;CIRCUS MAIS DIVERSOES LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: TEMPORADA DE HUMOR  BANGU  WEC470/01/2018 CI: ALLPARK EMPREENDIMENTOS. PARTICIPAÇÕES E SERVIÇOS S.A;2917.76;0;2917.76;0;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,77E+12;CIRCUS MAIS DIVERSOES LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: TEMPORADA DE HUMOR  BANGU  WEC470/01/2018 CI: ALLPARK EMPREENDIMENTOS. PARTICIPAÇÕES E SERVIÇOS S.A;502.93;0;502.93;0;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,36E+13;CMX ASSOCIADOS LTDA  ME;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: 9º FESTU  FESTIVAL DE TEATRO UNIVERSITÁRIO  WEC295/01/2018 CI: GLOBO COMUNICAÇÃO E PARTICIPAÇÕES S.A;120000;0;120000;120000;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;5,08E+12;GM SERVICOS FOTOGRAFICOS LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL DISTRIBUICAO/COMERCIALIZACAO DOCUMENTARIO TEMPESTADE - WEC410/01/2018 - CI SCRIPT MARKETING E DESIGN LTDA;4884.1;0;4884.1;4884.1;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,80E+13;ALEXANDRE ALMEIDA JURUENA DE MATTOS 08784135700;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: 15º ANIM!ARTE  FESTIVAL INTERNACIONAL DE ANIMAÇÃO ESTUDANTIL DO BRASIL  WEC871/01/2018 CI: RIOPAR PARTICIPAÇÕES S/A;29838.54;0;29838.54;29838.54;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;4,94E+12;MAISARTE MARKETING CULTURAL LTDA ME;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 - APOIO AO PROJETO CULTURAL A NATUREZA ESTÁ FALANDO  WEC902/01/20176 - CI: ASPRO SERVIÇOS EM GNV LTDA;77421.24;0;77421.24;77421.24;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,10E+13;INSTITUTO MUSICA BRASILIS;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL RESGATE E DIFUSAO DE REPERTORIOS DE CAMARA BRASILEIROS - WIC673/01/2018 - CI CSC BRASIL SISTEMAS LTDA;24897.96;0;24897.96;24897.96;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;2,21E+13;ASSOCIACAO CONEXAO DO BEM;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: CONEXÃO DO BEM 2019  WOC105/01/2018 CI: NEW CONCEPTS ASSESSORIA LINGUÍSTICA LTDA;3547.07;0;3547.07;3547.07;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;2,08E+13;RIOPLAN ORGANIZACAO DE FEIRAS E EVENTOS EIRELI;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: FESTIVAL MOTO BRASIL  WEC282/01/2018 CI: MOBARA VEÍCULOS LTDA;1503.32;0;1503.32;1503.32;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,88E+13;A COISA TODA PRODUCOES ARTISTICAS LTDA EPP;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL BAILE DO PARTIMCUNDUM - WEC872/01/2017 - CI DIOAGNOSTICOS DA AMERICA SA;300000;0;300000;300000;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;7,77E+12;CASA DO SABER DO RIO DE JANEIRO EVENTOS CULTURAIS S.A;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: CASA DO SABER 2019  WEC109/01/2018 CI: DELOITTE TOUCHE TOHMATSU CONSULTORES LTDA;264000;0;264000;264000;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,53E+13;PPCULTURAL PROMOCOES EVENTOS E SERVICOS CULTURAIS LTDA ME;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL 2050 - WEC445/01/2018 - CI ALLPARK EMPREENDIMENTOS. PARTICIPACOES E SERVICOS SA;3902.75;0;3902.75;3902.75;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,53E+13;PPCULTURAL PROMOCOES EVENTOS E SERVICOS CULTURAIS LTDA ME;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: 2050  WEC445/01/2018 CI: ALLPARK EMPREENDIMENTOS. PARTICIPAÇÕES E SERVIÇOS S.A;2723.52;0;2723.52;2723.52;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,53E+13;PPCULTURAL PROMOCOES EVENTOS E SERVICOS CULTURAIS LTDA ME;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: 2050  WEC445/01/2018 CI: ALLPARK EMPREENDIMENTOS. PARTICIPAÇÕES E SERVIÇOS S.A;8449.43;0;8449.43;8449.43;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,53E+13;PPCULTURAL PROMOCOES EVENTOS E SERVICOS CULTURAIS LTDA ME;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: 2050  WEC445/01/2018 CI: CEPEM  CENTRO DE PESQUISA DA MULHER EIRELI;26054.24;0;26054.24;26054.24;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,04E+13;BONFILM PRODUCAO E DISTRIBUICAO AUDIOVISUAL LTDA EPP;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: FESTIVAL#PERA NA TELA 2019  WEC15/01/2018 CI: DISPOSITIVA PRODUÇÕES AUDIOVISUAIS LTDA;12495.92;0;12495.92;0;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ENCERRADO;5925280733;SANDRINE ALVES BARROS DA SILVA;ORDINARIOS NAO VINCULADOS;CONCESSÃO DE BOLSA DE ESTÁGIO;6710.48;0;6710.48;838.81;ARQUIVO GERAL DA CIDADE DO RIO DE JANEIRO;ARQUIVO GERAL DA CIDADE DO RIO DE JANEIRO;GESTAO ADMINISTRATIVA - GOVERNANCA PARA OS CIDADAOS;APLICACOES DIRETAS;SERVICOS PRESTADOS POR ESTUDANTES
ATIVO;2,35E+13;CLAUFRAN SEGURANCA PATRIMONIAL LTDA ME;ORDINARIOS NAO VINCULADOS;PRESTAÇÃO DE SERVIÇO DE SEGURANÇA E VIGILÂNCIA DESARMADA;189884.16;0;189884.16;66139.72;ARQUIVO GERAL DA CIDADE DO RIO DE JANEIRO;ARQUIVO GERAL DA CIDADE DO RIO DE JANEIRO;GESTAO ADMINISTRATIVA - GOVERNANCA PARA OS CIDADAOS;APLICACOES DIRETAS;SERVICOS DE VIGILANCIA E POLICIAMENTO POR PESSOA JURIDICA
ATIVO;1,02E+13;A FRUGONI LOCACAO DE MAO DE OBRA LTDA;ORDINARIOS NAO VINCULADOS;CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DO SERVIÇO DE APOIO ESPECIALIZADO PARA INFRAESTRUTURA TÉCNICA PARA ATENDER ÀS NECESSIDADES DA FUNDAÇÃO CIDADE DAS ARTES PELO PERÍODO DE 06 (SEIS) MESES;1016900;0;1016900;735604.48;FUNDAÇÃO CIDADE DAS ARTES;FUNDAÇÃO CIDADE DAS ARTES;VALORIZACAO DA REDE DE CULTURA;APLICACOES DIRETAS;SERVICOS DE APOIO ADMINISTRATIVO E OPERACIONAL
ATIVO;1,03E+13;CETEC CENTRAL DE TECNOLOGIA EM COBRANCA LTDA;RECEITA PROPRIA DE AUTARQUIAS. FUNDACOES E EMPRESAS;PRESTAÇÃO DE SERVIÇOS EDUCACIONAIS DE SS-GRADUAÇÃO. LATU SENSU. EM MBA EM ASSESSORIA EXECUTIVA;4988;0;4988;4988;DISTRIBUIDORA DE FILMES S.A. - RIOFILME;DISTRIBUIDORA DE FILMES S.A. - RIOFILME;GESTAO ADMINISTRATIVA - CAPITAL HUMANO NA FORMACAO DO CARIOCA;APLICACOES DIRETAS;TREINAMENTO DE PESSOAL POR PESSOA JURIDICA
ATIVO;2,85E+12;CENTRAL DE TEXTOS LTDA;ORDINARIOS NAO VINCULADOS;CONSULTORIA ESPECIALIZADA PARA REALIZAÇÃO DO PROJETO EXPANSÃO DOS NEGÓCIOS DA RIOFILME S/A;192000;0;192000;64000;DISTRIBUIDORA DE FILMES S.A. - RIOFILME;DISTRIBUIDORA DE FILMES S.A. - RIOFILME;GESTAO ADMINISTRATIVA - CAPITAL HUMANO NA FORMACAO DO CARIOCA;APLICACOES DIRETAS;CONSULTORIAS EM GERAL
ATIVO;9,04E+13;BANCO SANTANDER BRASIL SA;ORDINARIOS NAO VINCULADOS;PRESTAÇÃO PELO BANCO. DE SERVIÇOS DE ARRECADAÇÃO DE RECEITAS PRÓPRIAS DO TESOURO DO MUNCICPIO DO RIO DE JANEIRO. E DE RECEITAS DESTINADAS AO FUNDO ESPECIAL PREVISTAS NO ARTIGO 8º DA LEI Nº 788. DE 12 DE DEZEMBRO DE 1985. ATRAVÉS DE SUA REDE DE AGÊNCIAS EM TODO TERRITÓRIO NACIONAL.;3700000;0;3700000;920330.37;RECURSOS SOB A SUPERVISÃO DA SECRETARIA MUNICIPAL DE FAZENDA;RECURSOS SOB A SUPERVISÃO DA SECRETARIA MUNICIPAL DE FAZENDA;GESTAO ADMINISTRATIVA - GOVERNANCA PARA OS CIDADAOS;APLICACOES DIRETAS;SERVICOS BANCARIOS
ATIVO;4,40E+12;CENTRO EDUCACIONAL JOEL MARIO - CASA DE JOEL;TRANSFERENCIA DO GOVERNO FEDERAL PARA MERENDA ESCOLAR;TRANSFERÊNCIA DE RECURSOS DO PNAE/FNDE/MEC;40874;0;40874;40874;SECRETARIA MUNICIPAL DE EDUCAÇÃO;GABINETE DA SECRETARIA MUNICIPAL DE EDUCAÇÃO;GESTAO DAS OPERACOES ESPECIAIS;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;CONTRIBUICOES
ATIVO;9,74E+13;OBRA SOCIAL DA CRECHE CRECHE CANTINHO FELIZ;TRANSFERENCIA DO GOVERNO FEDERAL PARA MERENDA ESCOLAR;TRANSFERÊNCIA DE RECURSOS DO PNAE/FNDE/MEC.;23112;0;23112;23112;SECRETARIA MUNICIPAL DE EDUCAÇÃO;GABINETE DA SECRETARIA MUNICIPAL DE EDUCAÇÃO;GESTAO DAS OPERACOES ESPECIAIS;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;CONTRIBUICOES
ATIVO;6,08E+12;CENTRO DE INTEGRACAO SOCIAL ISABEL MARIA DE NOVA SEPETIBA;TRANSFERENCIA DO GOVERNO FEDERAL PARA MERENDA ESCOLAR;TRANSFERÊNCIA DE RECURSOS DO PNAE/FNDE/MEC.;29960;0;29960;29960;SECRETARIA MUNICIPAL DE EDUCAÇÃO;GABINETE DA SECRETARIA MUNICIPAL DE EDUCAÇÃO;GESTAO DAS OPERACOES ESPECIAIS;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;CONTRIBUICOES
ATIVO;3,14E+13;ESCOLA COMUNITARIA SEMENTES DO AMANHA;TRANSFERENCIA DO GOVERNO FEDERAL PARA MERENDA ESCOLAR;TRANFERENCIA DE RECURSOS DO PNAE/FNDE/MEC;56068;0;56068;56068;SECRETARIA MUNICIPAL DE EDUCAÇÃO;GABINETE DA SECRETARIA MUNICIPAL DE EDUCAÇÃO;GESTAO DAS OPERACOES ESPECIAIS;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;CONTRIBUICOES
ATIVO;2,90E+13;INSTITUTO NACIONAL DE ASSISTENCIA TRABALHO OPORTUNIDADES E SAUDE INATOS;TRANSFERENCIA DO GOVERNO FEDERAL PARA MERENDA ESCOLAR;TRANSFERENCIA DE RECURSOS DO PNAE/FNDE/MEC;36166;0;36166;36166;SECRETARIA MUNICIPAL DE EDUCAÇÃO;GABINETE DA SECRETARIA MUNICIPAL DE EDUCAÇÃO;GESTAO DAS OPERACOES ESPECIAIS;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;CONTRIBUICOES
ATIVO;3,23E+13;E C ARAUJO SEERVICOS E MANUTENCAO ELETRICA EM GERAL;ORDINARIOS NAO VINCULADOS;CONTRATAÇÃO DE SERVIÇOS DE INSTALAÇÃO E REPARO ELÉTRICO PARA RESTABELECIMENTO DA OPERAÇÃODA SUBESTAÇÃO ELÉTRICADO BLOCO II. QUE ABASTECE O SISTEMA DE AR CONDICIONADO DO CENTRO ADMINISTRATIVO SÃO SEBASTIÃO - CASS. CONSTANTES NO TERMO DE REFERÊNCIA (ANEXO I).;72600;0;72600;72600;SECRETARIA MUNICIPAL DA CASA CIVIL;GABINETE DA SECRETARIA MUNICIPAL DA CASA CIVIL;GESTAO ADMINISTRATIVA - GOVERNANCA PARA OS CIDADAOS;APLICACOES DIRETAS;SERVS.DE REPARO.ADPTACAO.CONSERV.RESTAUR.E INSTAL.DE BENS MOVEIS E IMOV.P/PESSOA JURIDICA
ATIVO;4,60E+12;DATEN TECNOLOGIA LTDA.;ORDINARIOS NAO VINCULADOS;AQUISIÇÕES DE ESTAÇÕES D ETRABALHO C/ GARANTIA TECNICA E MANUT CORRETIVA POR 48 MESES;79827.81;0;79827.81;0;SUBSECRETARIA DA PESSOA COM DEFICIÊNCIA;SUBSECRETARIA DA PESSOA COM DEFICIÊNCIA;GESTAO ADMINISTRATIVA - SAUDE PREVENTIVA E EMERGENCIA SOCIAL;APLICACOES DIRETAS;MAQUINAS E EQUIPAMENTOS DE INFORMATICA E TELEPROCESSAMENTO
