DESC_ORGAO;DESC_RUBRICA;RECEITA_PREVISTA;RECEITA_ARRECADADA;RECEITA_ARRECADADA_JAN;RECEITA_ARRECADADA_FEV;RECEITA_ARRECADADA_MAR;RECEITA_ARRECADADA_ABR;RECEITA_ARRECADADA_MAI;RECEITA_ARRECADADA_JUN;RECEITA_ARRECADADA_JUL;RECEITA_ARRECADADA_AGO;RECEITA_ARRECADADA_SET;RECEITA_ARRECADADA_OUT
Prefeitura                                                                                                                                                                                                                                                ;OUTRAS RECEITAS PATRIMONIAIS - HERANCA JACENTE;0;52788.64;4658.82;0;0;3924.93;0;0;0;0;0;44204.89
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE SERVICOS DE CORTE DE ARVORE E/OU REMOCAO DE VEGETACAO;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;COTA-PARTE DO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - COTA MENSAL;301278003;300016248.3;33529666.11;36830330.63;27576455.58;26903867.67;34526426.19;27196390.14;22368073.65;27146866.23;24164714.47;22246757.86
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DA PARCELA DO ITR;-11377;-18705.59;-824.45;-386.73;-903.15;-313.94;-534.55;-1566.55;-670.61;-116.04;-3667.07;-9722.5
Prefeitura                                                                                                                                                                                                                                                ;VENDA DE INGRESSOS - SMC;3275;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;EMISSAO DE CERTIFICADOS - ADMINISTRACAO DIRETA;314082;345110.61;28103.1;24442.31;30923.45;32118.17;39619.86;29941.34;40915.93;37861.02;35730.27;45455.16
Prefeitura                                                                                                                                                                                                                                                ;FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC;99050195;76062823.02;1241707.1;8504008.16;9322538.25;6967725.97;8173401.46;8543396.57;8784601.84;7381415.26;8816995.62;8327032.79
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DO FNDE - PROGRAMA PNAE - MERENDA ESCOLAR;77280209;82679381.15;0;0;0;0;16467946.56;24808718.04;8269572.68;8269572.68;8300195.74;8287943.36
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DO FNAS - PISO FIXO DE MEDIA COMPLEXIDADE;8587334;13014043.53;2518611.23;218000;1438611.23;2877222.46;0;2904142.03;0;1618845.35;0;1438611.23
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DO FNAS - PISO FIXO DE MEDIA COMPLEXIDADE II;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DO FNAS - PISO FIXO DE MEDIA COMPLEXIDADE IV;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIA DO FNAS - PROGRAMA APRIMORA A REDE;8000000;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;COTA-PARTE DO IPI - MUNICIPIOS - PRINCIPAL;76209019;48712194.93;4687731.03;4953837.83;3969269.4;5296031.11;4455902.48;4861473.26;5186892.55;4260547.51;5320192.9;5422920.18
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DE CONVENIO DOS ESTADOS DESTINADAS A PROGRAMAS DE EDUCACAO - PRINCIPAL - AD;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DE RECURSOS DO FUNDEB - PARCELA ITR;68729;310397.91;36756.06;7763.73;6449.88;5395.25;4963.65;6107.36;13801.62;8706.76;29433.2;191020.4
Prefeitura                                                                                                                                                                                                                                                ;ALIENACAO DE BENS;0;982319.1;38662.15;35434.24;66364.77;100510.65;109930.23;97522.95;138536.41;132956.91;128776.64;133624.15
Prefeitura                                                                                                                                                                                                                                                ;VALORES MOBILIARIOS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE MULTAS DE TRANSITO;-1122525;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE CONVENIOS REALIZADOS - ADMINISTRACAO DIRETA;0;-87544.85;-58086.23;0;0;0;0;0;-14129.77;-12240.3;-3088.55;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DA RECEITA DE RENDIMENTOS DE APLICACOES FINANCEIRAS - RECURSOS DO TESOURO;0;-2576735.43;0;0;0;0;-867397.31;-19855.4;-511876.06;-1177606.66;0;0
Prefeitura                                                                                                                                                                                                                                                ;SERVICOS EDUCACIONAIS - ADMINISTRACAO DIRETA;0;1140;0;240;160;640;0;100;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;COTA-PARTE ROYALTIES - COMPENSACAO FINANCEIRA PRODUCAO PETROLEO LEI 7990/89 - DREM;26195925;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DO FNDE - MP 815/2017 - SME;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO - PRINCIPAL - FMH;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DO FNAS - PORTARIA UNIAO-MDS 288/2009 - PBV-SERV.PROTECAO BASICA: IDOSOS. M;0;400103.44;0;0;103.44;400000;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DO FNAS - ACOES ESTRATEGICAS - PROGRAMA DE ERRADICACAO DO TRABALHO INFANTIL;204000;17000;0;0;0;17000;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;SERVICOS DE OPERACAO E MANUTENCAO DE VAGAS DE ESTACIONAMENTO - AREAS ABERTAS - F/SPA;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;VENDA DE TIQUETES DE ESTACIONAMENTO - AREAS ABERTAS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;SERVICOS DE TREINAMENTO - FOE/PGM;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;ROYALTIES DO PETROLEO - LEI 7990/89 - FCA;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;BASICO DA ASSISTENCIA FARMACEUTICA;36263510;33241551.31;3021959.21;3021959.21;3021959.21;3021959.21;3021959.21;3021959.21;3021959.21;3021959.21;3021959.21;3021959.21
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DO FNDE-PROGRAMA APOIO A CRECHES-BRASIL CARINHOSO TD-SME;10000000;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DA DESONERACAO DO ICMS EXPORTACAO - LC N 87/96;-1615853;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCOES - OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO - PRINCIPAL - ADMINISTRACAO DIRETA;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE COTA-PARTE DO ICMS - PRINCIPAL;-577212886;-389161093.1;-44081604.36;-42952116.23;-35000998.37;-41576923.1;-37229703.73;-33975340.92;-36187387.69;-37350130.56;-36201030.03;-44605858.09
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE COTA-PARTE ROYALTIES â€“ COMPENSACAO FINANCEIRA PELA PRODUCAO DO PETROLEO â€“ LEI N;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;BASICO DA ASSISTENCIA FARMACEUTICA;0;12185319.59;0;0;2648312.17;1324156;1443229.52;2707848.76;1353924.38;0;1353924.38;1353924.38
Prefeitura                                                                                                                                                                                                                                                ;REGULACAO E FISCALIZACAO - SERVICO DE ESGOTAMENTO SANITARIO AP-5;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;ROYALTIES DO PETROLEO - LEI 9478/97- DIVERSOS;186752855;213615186.1;8444591.02;51726768.07;8632641.93;8242024.57;47726375.61;10297319.23;11408004.52;46820009.87;9833568.1;10483883.14
Prefeitura                                                                                                                                                                                                                                                ;PISO FIXO DE VIGILANCIA SANITARIA;3912159;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;MULTAS DE TRANSITO-CONVENIO MUNICIPIO/DETRAN;296382368;187641221.4;22313515.65;17332888.2;14932179.8;17247774.35;20390742.03;16181058.08;19999902.82;17338044.71;19269803.38;16837044.82
Prefeitura                                                                                                                                                                                                                                                ;MULTAS DE TRANSITO - DESTINACAO DO ART 3. VIII. DO DECRETO 44190 DE 2017 - FEOP;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE MULTAS DE TRANSITO - REG. NAC. INFRACOES DE TRANSITO/RENAINF;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;MULTAS POR INFRACOES CONTRATUAIS - ASSISTENCIA FARMACEUTICA - FMS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;MULTAS POR INFRACOES CONTRATUAIS - COBERTURA SECURITARIA DE ENTIDADES PRIVADAS - FMS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;MULTAS POR INFRACOES CONTRATUAIS - OUTRAS - FOE PGM;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;MULTAS POR INFRACOES CONTRATUAIS - CONTRAPARTIDA - REGULARIZACAO DE OBRAS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;MULTAS POR INFRACOES CONTRATUAIS - ROYALTIES DO PETROLEO - FCA;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO OUTRAS - FEPT;-11361;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;REGULACAO E FISCALIZACAO - PPP PARQUE OLIMPICO;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;SERVICOS DE REMOCAO E ESTADIA DE VEICULOS;4163631;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;OUTROS SERVICOS - ADMINISTRACAO DIRETA - DREM;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL;56888;183292.42;4122.32;1933.73;4515.79;1569.76;2672.8;7832.82;3353.12;580.3;18335.43;48612.51
Prefeitura                                                                                                                                                                                                                                                ;RESTITUICAO DE DESPESA DE PESSOAL - TERMO DE ACORDO PCRJ/MS/2005 - MAC;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;VIGILANCIA SANITARIA;0;334446.35;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIA DE RECURSOS DO SUS VIGILANCIA EM S  AUDE;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO - FUNDET;7500000;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DO FNAS - BOLSA FAMILIA;9600000;9402709.61;945547.57;939524.63;0;971848.72;977261.72;1923439.97;901569.16;891817.65;892303.69;959396.5
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DO FNAS - PISO BASICO FIXO;6624000;8487496.51;0;1611789.07;0;2095578.14;1029459.45;1521838.47;0;1202332.34;0;1026499.04
Prefeitura                                                                                                                                                                                                                                                ;MULTAS PREVISTAS NA LEGISLACAO DE TRANSITO - DREM;130000000;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;MULTAS DE TRANSPORTE IRREGULAR DE PASSAGEIROS;15354;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;MULTA ART. 17 DO DEC. 46.181/2019;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;MULTAS DECORRENTES DE AUTOS DE INFRACAO. INFRACOES PREVISTAS EM LEGISLACOES. OUTRAS INFRAC;7774527;7907485.88;842822.58;678231.42;764614.61;1204476.6;625157.95;710623.15;822507.02;835450.02;495325.25;928277.28
Prefeitura                                                                                                                                                                                                                                                ;MULTAS POR INFRACOES CONTRATUAIS - SISTEMA UNICO DE SAUDE - FMS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;ANULACAO DE DESPESAS DE EXERCICIOS ANTERIORES;5955;165668.85;0;0;1849.31;0;95029.59;0;41876.81;26913.14;0;0
Prefeitura                                                                                                                                                                                                                                                ;RECUPERACAO DE DESPESAS DE EXERCICIOS ANTERIORES - SALARIO EDUCACAO;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;OUTRAS RESTITUICOES - FASS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE ANULACAO DE DESPESAS - MULTAS POR INFRACAO A LEGISLACAO DE TRANSITO;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE HONORARIOS ADVOCATICIOS - DESTINACAO DO ART. 26 DA LC 132/2013 - ESPECIALIZADAS;0;-1673.75;0;0;0;0;0;0;0;-1673.75;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE HONORARIOS ADVOCATICIOS - DESTINACAO DO ART. 26 DA LC 132/2013 - DEPOSITOS JUDI;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO OUTRAS - FCA;-171203;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TARIFA DE REGULACAO E FISCALIZACAO CEMITERIAL;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE VENDA DE INGRESSOS - SMC;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;OUTROS SERVICOS - FMH;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;SERVICOS DE CORTE DE ARVORE E/OU REMOCAO DE VEGETACAO;2262617;3923767.93;1255470.35;80838.72;395250.19;173704.84;956860.48;70925.84;89777.28;131748.52;207981.68;561210.03
Prefeitura                                                                                                                                                                                                                                                ;PISO DA ATENCAO BASICA VARIAVEL - PAB VARIAVEL;225992505;198552924.1;4922957.56;21466652.12;20634185.25;20757798.25;20143730.18;20544241.41;20628825.28;24332175.92;21274377.9;23847980.23
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIA DE RECURSOS DO SUS ATENCAO DE MEDI  A E ALTA COMPLEXIDADE AMBULATORIAL E HOS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;BASICO DA ASSISTENCIA FARMACEUTICA;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIA DO FNDE - TC PAR NÂº 7422/2013 - CONSTRUCAO DE UNIDADES ESCOLARES - SME;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DO FNAS - PISO DE TRANSICAO DE MEDIA COMPLEXIDADE;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DO FNAS - PORTARIA UNIAO-MDS 431/2008 - PISO VARIAVEL DE MEDIA COMPLEXIDADE;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;CONTAX PARTICIPACOES S. A;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;OUTROS SERVICOS - ADMINISTRACAO DIRETA;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE SERVICOS DE REMOCAO E ESTADIA DE VEICULOS;-63294;-175321.66;-6538.43;-11140.24;-6952.79;-9688.09;-23836.08;-20572.67;-18535.23;-16901.02;-19583.75;-37573.41
Prefeitura                                                                                                                                                                                                                                                ;PISO DA ATENCAO BASICA VARIAVEL - PAB VARIAVEL;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE;48810907;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE TRANSFERENCIA DO FNAS - PROJOVEM ADOLESCENTE-FMAS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;AFM - APOIO FINANCEIRO AOS MUNICIPIOS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;COTA-PARTE ROYALTIES â€“ COMPENSACAO FINANCEIRA PELA PRODUCAO DO PETROLEO â€“ LEI NÂº 7.990/89.;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DO FEAS - CAPACITACAO DE GESTORES E TEC. RESPONS. GESTAO ORCAM. E FINANC. -;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;SMTR/SPPO - TERMO DE CONCILIACAO;0;1000000;0;0;0;0;0;0;0;1000000;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIA DE CONVENIOS DO EXTERIOR - PRINCIPAL - ADMINISTRACAO DIRETA;0;62730.17;0;0;0;0;0;0;0;62730.17;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE HONORARIOS ADVOCATICIOS - DESTINACAO DO ART. 26 DA LC 132/2013 - ESPECIALIZADAS;-6336;-4503.54;0;-63.11;0;-240.34;-313.35;-3244.68;-642.06;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE HONORARIOS ADVOCATICIOS - DESTINACAO DO ART. 26 DA LC 132/2013 - ADMINISTRACAO;-1373;-10595.9;-3387.44;0;-1241.76;-2291.46;0;0;-3675.24;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;OUTRAS RECEITAS DO FMAS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;CONVERSAO DE RECEITA DE DEPOSITOS ADMINISTRATIVOS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DESCONTOS OBTIDOS - CONTRAPARTIDA - REGULARIZACAO DE OBRAS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DESCONTOS OBTIDOS - ATENCAO BASICA - FMS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE RECEITA DE CONTRAPARTIDA DE REGULARIZACAO DE OBRAS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO OUTRAS - FEPT;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE CONTRAPARTIDA PEU DAS VARGENS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;LIGHT - PROGRAMA RELUZ II;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;CEF/SMO PRO - TRANSPORTE - SEPETIBA;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;CONTRAPARTIDA - AREA DE ESPECIAL INTERESSE URBANISTICO - PORTO - LC 123/2012;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;RECEITAS DE CONTRAPARTIDA EM OPERACOES INTERLIGADAS E REGULARIZACAO DE OBRAS - DREM;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DESCONTOS OBTIDOS - FUNDEB - FUNDEF;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DESCONTOS OBTIDOS - MULTAS POR INFRACAO A LEGISLACAO DA SAUDE - FMS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;RECEITAS EVENTUAIS - OUTRAS - FCA;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;OUTRAS RECEITAS EVENTUAIS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;MULTA COM BASE NO CODIGO DE DEFESA DO CONSUMIDOR - LEI FEDERAL 8.078/1990 (DARM) - FUMDC -;650000;1011090.21;8442.13;139269.03;797.45;39082.57;84187.62;330387.46;116569.2;52363.77;58041.76;181949.22
Prefeitura                                                                                                                                                                                                                                                ;TERMO DE AJUSTAMENTO DE CONDUTA TAC (C/C) - FUMDC - PRINCIPAL;900000;52304.74;0;0;0;800;11293.63;5800;5800;5800;12011.11;5800
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE OUTRAS RECEITAS - PRIMARIAS - DIVIDA ATIVA - MULTAS E JUROS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;CEF/SMH - PRO MORADIA A CONTRATAR;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;CONTR RIOAGUAS - PARQUES CARIOCAS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DO FNDE - MANUTENCAO DA EDUCACAO INFANTIL - SME;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DO FNDE - QUALIDADE - SME;0;0.69;0.69;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DESONERACAO DO ICMS EXPORTACAO - L.C. NÂº 87/96;8079268;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DO FNAS - PISO DE ALTA COMPLEXIDADE I;6696000;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DO FNAS - PISO FIXO DE MEDIA COMPLEXIDADE IIII - MEDIDAS SOCIOS EDUCATIVAS;0;2766.43;0;0;2118.36;0;0;648.07;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DO FNAS - PROGRAMA NACIONAL DE ACESSO AO ENSINO TECNICO E EMPREGO;0;35582.89;0;0;0;0;0;35582.89;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;COTA-PARTE DO IPVA - ACRESCIMOS MORATORIOS;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;DEDUCAO DE COTA-PARTE DO IPI - MUNICIPIOS - PRINCIPAL;-15241803;-9682959.66;-937546.21;-990767.57;-793853.88;-1059206.22;-891180.5;-972294.65;-1037378.51;-852109.5;-1064038.58;-1084584.04
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DE RECURSOS DO FUNDEB - PARCELA ICMS;2052170190;1684287271;187506496.4;169418978.9;163521563.5;177815425.3;158952619.4;147302659.8;169559144.4;159447627.7;155098923.8;195663831.6
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DE RECURSOS DO FUNDEB - PARCELA ITCM;78885544;46564879.52;2660010.97;5167756.36;3485425.83;6594632.01;4517715.83;4020510.77;5385037.06;4465612.62;4466954.13;5801223.94
Prefeitura                                                                                                                                                                                                                                                ;TRANSFERENCIAS DE RECURSOS DO FUNDEB - PARCELA AJ FEB P1360-A;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TELEMAR NORTE-LESTE;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;TELEMAR - CMRJ;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura                                                                                                                                                                                                                                                ;RECEITA DE CESSAO DO DIREITO DE OPERACIONALIZACAO DE PAGAMENTOS DE PESSOAL - ADMINISTRACAO;0;0;0;0;0;0;0;0;0;0;0;0
